Actual,Predicted
2.0,1.5916821
8.4,2.5686255
0.0,2.4106293
3.4,2.8039396
6.2,2.84702
0.0,2.8464124
15.4,2.569358
0.0,3.229214
2.6,2.833919
2.6,2.7170353
3.1,2.6513286
0.0,3.1942065
6.0,12.804398
4.6,2.9430926
3.8,5.00077
0.8,3.2661195
4.0,2.533178
0.6,11.750237
0.0,5.5220675
0.0,12.319372
4.4,23.592548
9.4,33.94821
0.0,33.94821
18.1,33.94821
0.0,4.8755684
0.0,4.6676965
0.0,4.467572
0.0,3.497107
0.0,3.3232708
0.0,4.1147184
0.0,4.220564
0.0,4.9218154
0.0,4.5661874
0.0,4.1087465
0.0,3.6107378
0.0,3.3611152
0.0,4.127041
0.0,3.7970712
0.0,3.4345062
0.0,4.591583
0.0,3.5712955
0.0,4.2156777
0.0,4.1308646
0.0,4.52993
0.0,3.9303994
0.0,4.769252
0.0,3.8346653
0.0,4.7715607
0.0,3.240678
0.0,3.548671
0.0,4.603034
0.0,3.6530871
0.0,3.6533284
0.0,3.8386123
3.4,2.3841386
0.0,2.3926313
0.8,-0.8135813
0.0,3.580788
0.0,2.2388198
5.8,1.8445451
6.2,3.3927183
0.0,1.5916821
7.2,2.5686255
12.4,2.4106293
0.0,2.8039396
19.2,2.84702
0.0,2.766861
0.0,2.5434768
31.0,3.229212
1.2,2.8178082
1.6,2.4094288
0.0,2.4797254
0.4,3.192557
2.8,2.3421261
0.0,2.257245
0.0,2.257722
2.6,3.2661195
0.6,2.170291
0.0,2.1775925
17.9,2.8680186
0.0,2.2373655
3.6,2.1996279
30.6,2.479383
23.0,2.952482
29.6,2.9838312
2.0,3.3447003
1.0,4.4249353
0.0,3.5356972
11.0,3.4393518
0.0,3.220513
7.6,3.7186263
0.0,4.353612
0.0,3.733167
5.0,3.504521
8.8,3.856117
10.2,4.5263014
72.8,4.5973654
42.1,4.9965906
9.8,3.9462361
0.0,4.4479246
29.0,4.3158116
65.8,5.1254854
2.9,4.388529
0.6,4.274725
0.0,4.4477715
63.4,4.8293066
0.4,3.6911967
0.8,4.0636077
0.0,3.993214
0.1,5.13081
0.2,4.123504
1.4,4.507828
9.0,4.006123
0.8,4.6030836
14.7,13.810311
64.8,4.621741
3.0,4.247903
1.0,3.9709759
12.0,4.1965804
3.0,4.3713446
5.0,4.635876
9.6,3.5779417
0.6,3.6078768
15.8,3.0052092
0.8,3.271718
0.0,3.2867262
3.6,3.9676344
0.0,3.8345714
20.6,3.4049318
1.8,3.2236392
2.2,3.1342955
0.0,3.6700542
1.0,4.501068
0.0,3.533591
0.0,4.153156
2.0,5.163006
2.8,4.0219526
24.4,4.1464195
0.8,3.8761735
0.0,3.8657403
7.2,5.1120315
0.6,4.649404
2.0,4.018959
1.0,4.339885
3.9,3.2273526
1.2,3.707663
1.2,3.590144
0.2,3.440114
15.1,3.8583317
2.8,4.662739
0.0,4.799677
8.4,3.7137291
1.2,3.3048015
8.0,3.5535717
1.6,4.73972
4.4,3.2414072
0.2,4.624388
2.2,3.3663988
1.0,4.424282
10.0,3.8396857
33.8,4.449184
7.2,4.506499
28.6,4.94798
24.4,3.7534072
6.6,4.369351
6.4,4.15783
0.8,4.8440866
1.6,4.642629
0.2,4.863211
23.0,4.7774925
1.0,4.1658077
0.4,5.2196107
39.0,4.6658998
0.0,4.652764
0.3,4.4372706
3.2,4.2876844
0.0,4.9743767
38.6,5.346447
0.2,5.9887524
0.0,5.656165
0.0,4.882428
0.2,4.9876103
10.6,4.430477
0.4,4.282198
4.0,5.4549212
5.6,5.7614427
0.8,4.067264
0.0,5.3681936
0.0,3.9964135
0.0,5.894491
0.9,4.611823
7.4,3.7644389
1.6,4.158029
0.0,4.0221252
0.0,4.694184
10.6,4.590274
8.0,3.9925382
0.0,4.136233
0.0,3.504613
0.0,4.650645
0.0,3.904288
1.0,4.151922
0.0,4.46139
6.6,3.4586866
0.0,4.005935
0.0,4.186707
0.0,4.9843516
0.1,3.5601313
0.0,3.753008
0.0,3.9782002
0.0,3.4931397
0.0,3.7675207
0.0,3.7976217
0.0,3.150887
0.0,3.840028
0.0,3.9496586
1.2,3.7450194
0.0,1.9966
0.0,3.1087897
0.0,3.0357687
0.0,3.29217
4.5,2.3656123
5.5,2.675855
7.6,3.2614927
0.0,3.0017867
0.0,2.9781938
3.2,3.1417665
9.8,3.2784672
0.0,2.329003
0.0,3.2073736
0.0,2.5183504
0.3,3.4932299
1.0,2.7627685
0.0,3.1171665
0.0,3.3776312
0.0,2.7257414
0.0,2.4795928
0.0,2.516837
0.0,3.682704
0.4,3.3397665
2.0,2.8552015
0.0,3.037409
8.2,4.1393003
0.4,4.277636
0.0,3.5577915
0.0,3.209375
11.2,3.5703106
0.0,4.8038783
0.0,3.6585238
0.0,3.219355
0.0,2.4962118
0.0,3.418979
0.0,2.4378712
30.0,2.5567286
1.2,3.676901
3.4,4.023606
5.0,3.486232
3.2,3.7586377
2.2,3.1304073
26.8,3.9271243
0.0,2.513814
23.4,3.1011107
0.0,3.538072
14.2,3.1422672
2.8,3.108889
0.0,3.3437173
0.0,3.1005142
31.0,6.391336
3.0,3.3248835
0.0,2.2197266
2.0,2.6498263
18.0,2.2842033
20.0,3.4252017
16.8,3.1555429
47.2,3.4318147
0.0,2.5362084
0.0,3.0310004
4.2,1.9867486
0.0,2.296866
0.0,2.284844
0.0,1.7384571
0.0,2.6813228
12.0,2.097441
0.0,2.2342708
2.0,2.5331266
0.0,4.8558583
5.4,2.500253
6.6,2.7185228
0.0,2.4156792
0.0,3.0424829
0.0,3.6083887
1.8,1.8924232
10.4,2.725073
26.0,1.7287124
1.1,2.1382864
18.6,2.2197597
1.8,3.0102057
5.4,2.457467
15.6,3.013468
8.9,10.4912615
8.0,8.044175
8.8,9.777307
4.4,8.677095
14.9,10.580206
20.4,9.745464
6.8,12.855947
0.0,10.4593935
-1.6,9.342321
1.5,9.067609
7.2,9.346279
-3.7,9.405841
-2.3,7.495506
2.1,8.050368
14.5,10.148589
8.8,11.399
6.5,11.117583
0.1,10.133474
0.7,10.402107
11.6,9.724609
1.5,9.134792
4.3,9.217105
0.3,9.393473
-3.0,9.61766
10.9,8.851853
6.6,9.752714
17.5,11.129093
14.0,8.751369
11.1,9.047471
-0.5,11.943786
18.6,9.484085
9.2,10.209273
-5.0,10.406191
-2.4,10.227326
11.9,8.703006
8.7,9.747545
-1.7,8.786493
3.2,10.765889
2.4,8.411182
3.1,8.068569
3.9,9.443516
6.4,9.46862
5.6,8.839059
1.5,9.013615
2.5,8.898097
-2.9,6.5556264
-2.8,10.511204
11.2,9.833057
2.6,8.202037
-0.5,8.466631
5.3,9.52746
11.8,9.825174
4.2,9.5325
3.3,10.021782
-5.5,8.222023
-8.7,8.428467
3.5,9.283367
-22.5,8.750744
-8.5,8.172783
0.4,10.212587
-5.8,8.525817
-3.0,9.281817
0.5,8.433228
-1.6,9.703084
-2.3,8.060336
-12.0,10.804975
10.1,10.126559
5.3,8.9890995
14.0,12.764562
14.2,10.93124
3.0,8.885655
11.0,12.11329
4.1,10.42603
0.6,9.073964
-0.2,12.211152
12.4,14.165949
23.6,12.033098
14.8,11.850324
7.5,11.653012
18.2,12.34141
7.8,10.192987
2.1,9.117508
5.6,9.53707
7.1,9.022875
-4.1,12.796183
10.3,9.987435
12.3,9.383605
9.6,8.971083
2.5,9.9926605
5.6,9.719447
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
14.6,9.639973
7.0,8.191878
10.8,11.998774
6.4,8.564383
13.5,8.565583
21.1,10.71641
10.6,9.490437
16.1,9.57195
7.8,9.141081
14.6,9.30824
20.9,13.155852
17.0,10.142293
-0.6,10.416968
9.6,9.226539
8.1,9.431387
2.7,9.223228
11.7,9.260664
13.5,12.854227
19.0,13.139592
22.6,8.674223
12.0,12.160966
5.3,9.630665
17.6,10.260491
12.5,10.1062565
10.7,9.688138
12.8,9.1303625
10.5,10.051117
11.1,10.589341
11.0,8.615877
2.6,9.236587
8.4,9.146884
12.5,10.176116
12.3,10.592861
14.9,17.654402
14.8,11.018778
10.9,11.548876
12.9,9.347203
9.7,9.721373
12.7,12.048177
13.3,7.056735
14.9,9.832406
7.1,10.052719
7.9,9.973768
17.6,10.545097
12.0,10.152131
14.3,8.242533
10.2,9.790537
11.7,9.0480385
18.9,10.798049
13.2,9.069067
4.2,9.786932
11.2,16.122292
11.7,10.26699
12.0,9.912932
9.6,9.768569
11.9,10.364717
12.0,9.89221
18.0,11.069123
21.6,9.879521
6.7,10.506166
10.7,9.7186365
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
18.2,9.59732
7.8,9.944562
3.7,9.93885
7.4,11.4512415
11.8,9.6219635
14.1,16.415339
14.4,11.356867
17.8,9.938213
13.9,9.533318
17.9,11.722088
10.9,10.972015
12.5,10.95007
10.4,9.510949
10.2,8.971636
-4.6,8.518166
8.6,14.428127
15.1,8.483421
22.9,10.910087
7.8,10.28177
7.6,10.002864
9.5,8.982965
11.2,10.893249
9.7,16.36951
21.6,10.068158
17.5,10.130635
16.7,10.06994
13.8,9.52401
12.5,10.574377
12.1,13.07728
12.7,9.680196
8.2,11.280378
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.670317
9.0,9.932532
13.6,9.884481
15.3,10.815605
10.7,10.01736
5.8,8.0678
5.9,10.904281
12.3,9.143861
10.9,9.737191
9.2,9.36729
18.4,11.087692
2.1,8.305467
9.5,10.140117
7.4,8.673704
0.5,8.953207
-3.0,7.563271
-7.4,9.418002
-2.4,8.822368
-1.9,8.678163
0.3,8.896999
6.7,9.945943
8.7,12.666854
-1.6,9.4875345
2.0,10.045996
7.2,9.76618
10.4,9.260601
2.9,9.053086
7.4,11.076181
12.5,11.186932
6.7,9.655839
11.1,10.964077
5.3,8.89915
-2.7,8.873169
3.4,9.50902
15.9,13.633237
-1.1,9.325236
15.6,10.603989
2.4,8.8439045
10.1,10.64366
1.4,8.584491
3.6,8.788569
15.5,9.633364
0.9,10.9010105
8.0,11.7738285
8.5,8.53845
10.8,9.3163185
19.8,10.67827
20.0,11.505026
15.1,10.152069
4.8,10.286306
3.4,9.4798765
4.7,8.978061
9.9,9.045403
13.8,12.090921
9.9,10.0791855
4.1,9.133522
2.0,8.900254
4.7,9.242776
9.6,9.803365
18.1,10.377663
8.2,8.9657955
0.3,9.071618
6.3,9.249315
-3.0,9.007705
3.2,8.9915
-0.7,11.075556
15.1,9.418261
0.8,8.721004
17.9,11.995457
20.1,10.12832
5.7,10.537814
5.5,8.579847
12.5,9.577927
-4.0,10.798225
-2.0,11.436267
-1.9,9.014082
10.1,10.013258
3.9,9.287458
0.1,8.239009
7.1,8.911684
8.0,13.366941
-2.2,10.468499
5.8,9.587875
3.8,9.75288
-0.9,8.613517
13.9,14.5325365
8.0,10.478109
14.9,12.544038
3.0,9.918482
5.4,8.674801
18.0,10.1993685
4.0,10.997511
16.0,13.066031
3.6,9.880968
3.6,9.114662
2.8,9.529286
11.4,9.499922
1.0,8.892161
3.6,8.908922
0.0,8.887456
3.6,8.456668
3.6,11.97906
3.6,11.97906
3.6,11.97906
0.0,9.027496
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.979064
3.6,11.979064
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.797736
3.6,4.0007324
3.6,1.9449847
3.6,5.8653326
3.6,1.7238871
3.6,12.801905
3.6,12.1444845
3.6,0.57228434
3.6,0.40039766
3.6,0.24056235
3.6,-1.0642331
3.6,0.88318235
2.2,8.469021
7.0,9.681297
3.2,8.084358
9.0,11.21634
34.4,15.940431
91.0,9.060763
3.6,4.194395
0.0,0.9776976
3.6,5.939221
0.0,9.808406
17.4,12.10878
0.0,6.578971
6.2,5.463224
3.6,-0.5528442
0.7,4.634155
3.6,11.97906
0.2,2.8843782
3.6,13.319296
19.5,8.089683
3.6,11.006999
4.8,7.3639894
1.7,9.412737
2.1,12.212135
2.4,5.692831
3.6,11.97906
3.6,4.2755094
3.6,7.9394794
1.2,10.133162
0.5,11.258415
43.2,10.626037
3.6,5.909805
7.4,16.660568
3.6,11.97906
0.0,6.4502783
13.6,9.915706
3.6,11.97906
4.4,4.131264
3.6,11.979064
4.2,16.047575
38.1,12.648495
3.6,8.322559
3.6,16.27308
59.4,12.003756
0.0,10.020685
0.0,11.41913
22.3,7.938496
3.6,11.97906
11.4,11.474177
52.9,12.361204
13.2,13.000472
3.6,7.1394124
2.1,10.174261
3.6,11.97906
3.6,9.328094
3.6,6.800731
0.0,7.889749
3.6,10.657412
1.0,6.161519
3.6,11.97906
54.1,16.13859
0.6,12.590094
2.0,12.672568
9.9,14.48904
14.5,15.365588
28.7,17.801662
2.1,22.931631
77.8,23.12632
34.9,12.92074
3.7,9.262162
3.6,8.466672
13.5,11.285449
3.6,9.560875
3.6,11.97906
3.6,10.10256
2.6,7.838679
5.8,13.235963
3.6,11.97906
11.9,11.384508
0.6,8.495196
2.8,11.502735
1.7,11.860575
3.6,8.686344
3.0,6.2313976
3.6,9.6682625
8.8,14.643794
78.7,11.276063
0.0,7.396771
32.6,12.692157
3.6,10.991888
0.0,5.2309365
2.4,12.16914
3.4,10.636155
3.6,10.301767
11.2,9.060142
3.6,9.179622
0.7,8.956126
3.6,13.59952
3.6,11.97906
3.2,13.665919
3.9,12.047091
1.8,9.027949
3.6,10.590416
5.9,12.793797
3.6,18.279728
17.8,12.97159
1.8,11.945495
20.4,6.3793287
0.0,6.407095
3.6,10.8742895
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,7.478248
0.0,7.1857696
3.6,4.6668773
0.0,5.4881406
0.0,6.7790475
0.0,10.550885
4.4,14.530228
11.3,9.244455
3.6,13.012221
20.6,10.704277
0.0,13.127551
2.8,11.014791
11.0,14.885891
19.2,14.696249
6.0,14.984445
9.9,11.220674
3.6,12.785652
3.8,18.448301
53.5,19.300653
23.4,10.584448
3.6,13.320301
6.5,15.434527
0.0,17.952808
5.3,8.695608
3.6,17.466415
100.6,17.162012
3.6,12.852533
5.0,9.161045
3.6,14.203454
3.6,11.528079
130.9,9.555959
3.6,13.1396475
3.3,15.693337
32.5,13.7833805
3.6,14.251774
34.4,12.743927
3.6,11.899815
3.6,13.683751
28.8,13.127551
1.0,12.287821
6.4,13.1810665
2.0,16.536453
102.4,20.898376
132.2,17.199057
13.9,9.698838
0.2,15.691552
16.1,15.808793
24.0,16.014357
1.0,15.859775
1.4,16.271936
30.9,18.599667
18.2,17.810915
126.2,23.402811
20.6,13.356109
2.3,20.496052
21.4,16.966003
18.1,20.857126
37.4,19.603865
3.4,14.6732025
9.2,10.855231
39.8,18.384928
31.8,16.129292
16.6,20.05879
3.6,22.541258
55.4,18.12989
3.6,14.744142
0.0,13.463717
0.7,16.688313
3.6,9.948067
3.6,11.972933
10.8,12.320749
3.6,9.673653
3.6,13.366882
5.4,19.550627
9.6,17.286373
4.4,15.189898
3.6,10.368299
3.6,4.670215
3.6,6.222752
3.6,10.414744
3.6,11.6273
0.0,8.4702215
3.6,16.491074
3.6,11.979064
0.2,12.137191
3.6,12.509677
6.6,14.141109
3.6,11.97906
16.1,11.291429
4.8,14.459488
3.8,13.50559
1.2,17.736696
37.5,16.891794
1.4,10.431899
3.6,10.092927
1.6,8.322942
1.0,19.3833
56.7,14.737617
4.8,16.947966
77.0,15.194883
0.8,15.92342
8.4,11.462266
15.4,12.332363
3.6,11.428137
3.6,9.297904
0.0,14.297204
4.8,11.393242
1.0,11.086716
3.6,10.072757
0.0,9.974964
1.3,11.460988
5.4,12.355428
3.6,13.915405
10.1,13.799991
2.0,12.753883
0.2,11.486181
1.4,14.785134
2.5,11.046199
0.0,11.082784
3.6,12.225071
4.1,14.366895
6.6,11.983225
2.1,11.944769
30.3,8.27037
14.4,11.192822
1.6,6.5382433
25.6,8.606432
7.2,18.047024
70.9,14.354313
35.0,14.353256
0.0,10.19009
3.6,7.381093
3.6,7.4745035
81.2,12.191605
8.3,12.339985
3.6,11.154548
2.9,8.89897
0.0,14.591203
17.2,9.174915
32.7,18.788492
76.5,11.780968
0.6,10.351935
5.8,11.151661
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.979064
3.6,11.979064
6.1,12.184664
9.1,7.9601135
3.6,11.97906
12.9,13.207725
3.6,11.877387
0.0,8.16793
0.0,3.896029
0.0,7.930462
0.0,3.2877018
0.0,6.0042205
20.8,15.121392
1.6,10.159588
3.6,3.4899251
3.6,3.1661417
3.6,6.7465863
0.0,4.51763
3.6,7.859409
2.8,6.40778
3.6,11.459092
28.1,5.5575256
4.0,10.096149
17.0,4.746637
34.4,7.710035
0.0,7.3192043
0.0,7.022683
0.0,13.681387
20.0,11.21989
3.6,5.22756
3.6,5.625755
2.1,7.5634217
0.0,2.6450138
3.6,4.943893
2.5,8.522709
35.4,11.715195
9.6,8.75113
51.5,17.951242
58.7,4.80393
0.6,8.0098295
3.6,11.4602995
3.6,10.527317
12.2,5.912552
0.0,2.4653726
3.6,6.034097
32.7,12.260805
17.1,12.575251
2.2,9.715945
4.6,1.6771708
12.4,7.5085883
0.0,2.9052722
3.6,-1.710548
3.6,8.682688
0.0,2.192818
29.8,5.2133656
0.0,1.1883732
3.6,2.6126463
0.0,6.366725
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
14.8,10.467733
10.2,5.996827
5.1,10.474777
5.6,2.5518277
5.2,7.8396435
83.2,17.047974
3.6,7.075613
3.6,6.8065233
0.0,6.843377
1.2,5.463758
3.6,6.0214014
3.6,5.3740554
3.6,13.472916
5.9,16.752123
24.8,8.290437
2.8,9.504572
1.2,7.9306016
1.2,12.203546
1.3,5.7731667
3.6,5.3648353
3.6,6.257496
3.6,13.678416
1.4,2.7028003
3.6,4.0975785
1.4,8.547578
3.6,9.0776205
4.4,12.881803
61.1,11.8858595
2.0,11.773549
3.0,10.943436
3.6,12.649931
12.5,12.003542
2.7,2.6730766
4.5,2.6378963
23.6,7.422262
1.8,5.3254995
0.0,5.6495667
0.0,4.3388357
13.2,11.958676
0.0,4.3655877
11.7,10.06896
14.7,14.550394
4.6,8.51698
13.3,6.144961
3.6,10.068633
3.6,11.665697
0.0,6.1433625
0.2,7.798953
0.8,13.895176
4.8,10.664964
3.6,6.476937
3.6,13.51002
5.2,8.38229
0.0,7.8970213
44.2,17.010107
3.6,14.69025
2.8,10.500195
0.8,14.766448
5.2,13.741103
21.9,11.618283
15.6,9.642141
20.8,16.276346
77.5,19.338524
8.3,9.671079
5.0,9.278238
0.0,10.08989
15.1,11.658738
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,9.783353
1.0,10.151502
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.283748
0.4,9.914011
11.0,0.60068417
0.0,3.8255649
61.6,14.468428
3.6,11.97906
3.6,11.97906
3.6,11.97906
10.5,11.240936
23.0,12.4290905
3.6,8.922929
0.9,7.727701
31.0,14.521593
31.8,11.458241
3.0,14.165227
9.9,4.8418036
29.8,8.062306
1.2,13.90722
32.8,10.716332
0.0,8.652709
3.6,8.905048
0.0,8.980609
7.2,11.572143
4.2,13.690684
3.6,14.189525
6.4,12.415301
7.2,10.335566
0.0,11.798421
0.0,10.461477
1.0,10.932872
0.2,13.377929
25.9,9.704641
26.6,11.17749
0.0,12.483763
0.6,8.070392
0.0,9.341014
3.6,14.892651
5.7,12.478563
3.6,11.7348795
0.0,7.057409
0.0,9.722083
1.2,6.4495234
2.2,7.819064
0.0,5.9550614
4.6,7.201102
3.6,4.1215234
5.2,10.621644
8.0,17.273766
0.4,6.372723
3.6,7.6831374
3.6,10.050771
22.0,12.399435
122.3,18.66849
21.4,12.138317
3.6,9.279693
0.0,15.415881
10.0,14.735099
7.8,14.77904
2.8,15.11482
3.6,14.423013
0.6,13.872686
10.0,15.473175
3.6,10.130289
37.5,11.066472
12.7,10.3792715
49.5,11.371127
15.0,9.399353
0.0,13.712736
3.6,14.41418
20.6,10.71293
0.6,10.570872
4.2,12.208265
2.2,17.662037
57.2,19.979128
0.0,9.390026
5.7,10.515677
3.6,4.6844687
3.6,9.19798
1.7,10.761328
4.1,9.924649
16.0,13.034767
3.6,10.854163
6.4,16.424295
31.6,13.0839
28.0,10.944607
12.1,19.220673
17.5,12.694009
0.9,9.138238
0.0,10.521061
2.8,6.080848
3.6,13.647542
0.0,20.910315
116.7,13.324108
14.0,11.221856
41.0,12.966634
0.0,11.111541
6.3,10.734868
0.0,6.170139
6.1,7.8782907
2.0,15.506734
0.6,12.212349
0.5,12.34212
8.7,14.993886
0.2,15.980064
3.2,13.617537
0.4,9.700838
3.6,8.622081
1.2,8.520714
1.4,8.841739
22.4,9.19059
0.0,9.354605
18.8,13.116943
8.8,13.46286
29.0,14.85403
6.1,15.742052
3.4,12.592561
3.6,17.986164
36.4,22.342321
3.6,10.531017
29.5,23.445015
33.5,16.2623
0.4,8.831738
26.3,15.856391
1.0,12.608463
3.6,8.940338
0.0,9.959194
4.8,11.758777
1.4,12.477956
5.0,9.755804
2.0,10.886857
2.9,10.412716
1.0,10.603973
2.2,9.767925
0.7,11.479031
44.0,11.470267
25.8,14.143683
0.0,10.282053
3.6,13.512458
0.9,12.312829
8.0,22.835835
30.0,17.353785
64.6,12.421454
7.2,12.189785
1.0,12.9169445
42.4,17.12282
7.4,18.085255
43.6,15.041951
1.5,18.482433
3.6,14.372469
22.4,17.354168
10.6,17.90099
2.0,10.5591
0.0,12.209731
11.8,16.980272
121.4,9.373107
0.9,6.879833
0.6,12.480526
9.8,14.54725
0.2,8.699939
1.4,4.111213
0.2,12.4862585
0.7,13.751026
40.0,14.072115
3.6,10.794264
3.6,9.01888
1.4,14.207243
6.4,13.479544
7.4,11.078273
27.8,14.150289
0.6,13.355229
0.0,14.798025
20.0,12.385816
1.4,12.929662
3.6,9.710665
1.3,8.471466
1.3,7.919813
0.0,14.812014
3.9,9.223534
3.6,11.431716
90.0,13.898074
0.3,14.6248455
1.2,16.320354
4.5,13.550224
3.9,16.54256
39.6,13.732388
82.0,22.937729
13.2,11.811337
0.0,9.803262
0.9,16.170185
25.7,15.58708
4.8,14.152513
3.8,14.723518
3.6,7.5788684
0.0,6.642851
3.6,12.200946
20.2,13.635288
0.3,11.043507
59.8,12.288763
59.8,9.097813
0.0,8.376347
38.2,14.370415
1.2,12.943396
17.7,11.126379
3.6,10.268228
3.4,10.331961
3.6,10.770212
47.9,16.255665
3.6,10.616335
24.8,6.5495768
3.6,2.0470169
2.7,9.375736
0.3,12.024776
1.6,5.91236
3.6,3.378813
3.4,5.7395716
0.0,3.1417038
0.0,1.9049053
0.0,10.274512
0.0,4.980717
0.0,7.352336
17.7,6.052581
0.0,3.8271408
3.6,9.692461
7.7,7.867874
3.6,3.5101876
0.0,2.367201
0.0,2.995551
4.0,8.960545
3.6,7.6685967
0.0,6.1110377
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
14.4,10.651395
0.0,5.4054193
0.0,2.8898296
3.4,11.923214
6.6,4.579927
3.6,6.749315
0.0,5.12553
0.0,7.4113045
16.0,13.741034
3.6,7.7804947
3.6,8.977501
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.97906
3.6,11.58679
0.0,11.181253
2.1,5.6955667
0.0,2.1092422
0.0,0.6427464
2.2,3.8132503
35.7,18.130423
14.8,10.982444
2.3,2.8094332
0.0,6.922608
2.3,7.3025985
0.0,3.782746
0.0,8.365068
0.0,1.6820273
0.0,3.0405166
21.4,8.220713
3.6,8.794999
16.0,11.540208
2.4,2.2494667
0.0,10.07659
3.6,7.603895
77.0,16.261265
16.2,5.6284904
0.0,4.155829
3.6,0.51432294
3.7,5.4057508
0.8,8.481441
12.0,17.31147
50.6,12.0752945
3.6,9.326849
0.6,5.741081
0.0,5.548711
0.0,7.007189
1.6,8.120229
4.8,7.183225
3.6,10.278721
27.6,10.2198925
11.7,8.875228
0.0,7.763815
11.8,15.127482
8.8,12.609266
43.2,9.834523
1.8,12.192871
44.2,8.787152
26.4,16.290825
7.2,12.374872
12.6,9.443876
3.6,8.782461
4.6,-0.7632197
3.6,4.232705
0.6,0.11397071
3.6,-0.62745416
14.6,6.915111
0.3,11.032082
13.7,7.0785437
0.0,-1.707503
3.6,-2.5554008
15.7,-1.9405363
0.0,-0.5941461
3.6,-0.3751048
0.0,-6.956057
0.0,9.299101
0.0,1.3497107
5.0,12.075324
2.0,7.0171967
0.4,2.3482623
0.6,1.0500412
11.6,2.7218919
1.8,6.208624
2.1,11.727291
0.0,11.821478
6.4,15.748381
7.6,14.482129
9.1,12.9643135
2.6,7.5456595
11.4,4.990718
0.0,3.5277677
0.0,9.433225
30.8,11.981033
14.8,0.6023374
6.0,4.3365436
0.0,-0.09444773
3.6,3.299109
23.4,10.876879
4.2,8.813998
2.0,3.4801419
4.6,6.609024
3.6,10.369709
1.2,8.713109
3.6,6.6973567
16.0,6.69148
3.6,4.762201
69.5,3.4251206
1.3,9.257103
3.6,9.479143
0.6,14.656663
23.1,11.455602
3.9,11.032851
23.1,12.478409
31.0,5.7695656
0.0,4.2102942
1.4,4.310038
0.0,7.331462
24.4,4.692328
37.8,3.5668437
0.0,14.8645525
41.8,9.902928
0.0,7.4013367
8.4,8.391635
0.9,4.656067
24.2,14.129408
21.3,8.870658
6.1,7.857531
2.7,9.775826
14.5,5.721172
2.0,5.7511406
62.2,6.125818
3.0,7.3332
0.0,6.010447
0.0,7.13791
2.4,7.666829
27.5,14.118417
32.4,10.319456
8.8,15.644503
18.2,11.757554
6.8,15.69431
2.6,12.366054
0.0,6.323615
1.0,3.4441864
0.0,7.3014717
3.6,7.184595
0.0,6.6941533
1.6,7.652565
3.6,13.235668
3.6,7.326642
0.0,8.97609
2.9,10.741101
9.3,10.9602585
11.7,12.182572
4.4,6.0460305
40.4,10.949286
3.6,11.616383
2.0,8.000727
9.6,7.7694592
5.7,8.868438
0.0,4.056006
