Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
2010-06-05,24.0,30.0,24.9,97.0,0.0,0.2,5.0,360.0,2.0,N 
2010-07-05,24.0,31.0,26.4,90.0,0.0,0.5,6.0,360.0,3.0,SW
2010-08-05,24.0,30.0,26.0,93.0,0.0,0.4,8.0,360.0,2.0,N 
2010-09-05,24.0,30.0,27.4,88.0,12.0,0.2,4.0,180.0,0.0,S 
2010-10-05,24.0,29.8,26.1,92.0,0.0,0.2,5.0,180.0,2.0,N 
2010-11-05,25.0,30.4,24.9,96.0,27.8,0.2,4.0,180.0,2.0,SW
2010-12-05,24.0,29.0,26.1,94.0,16.0,0.3,4.0,180.0,2.0,S 
2010-05-13,25.0,30.8,26.3,81.0,0.0,0.5,5.0,180.0,3.0,N 
2010-05-14,24.0,30.8,27.2,90.0,12.0,0.5,5.0,360.0,2.0,N 
2010-05-15,24.0,31.0,26.5,88.0,0.0,0.3,4.0,180.0,2.0,N 
2010-05-16,24.0,31.2,27.0,84.0,0.0,0.4,5.0,180.0,2.0,SW
2010-05-17,24.0,30.0,26.9,91.0,4.0,0.2,6.0,360.0,3.0,S 
2010-05-18,25.0,30.4,24.1,90.0,5.8,0.4,5.0,180.0,2.0,N 
2010-05-19,25.0,30.0,25.8,95.0,43.4,0.2,5.0,180.0,3.0,N 
2010-05-20,24.0,30.4,26.6,98.0,0.0,0.3,5.0,180.0,2.0,N 
2010-05-21,24.0,30.4,26.7,91.0,48.8,0.4,4.0,180.0,2.0,S 
2010-05-22,24.0,30.8,27.1,86.0,9.2,0.3,5.0,180.0,2.0,SW
2010-05-23,24.0,29.8,25.8,95.0,5.1,0.2,5.0,360.0,2.0,N 
2010-05-24,25.0,29.6,26.1,92.0,4.0,0.4,3.0,360.0,2.0,N 
2010-05-25,24.0,30.2,26.6,90.0,13.0,0.6,4.0,180.0,2.0,S 
2010-05-26,24.0,30.2,26.1,91.0,0.7,0.7,5.0,180.0,3.0,S 
2010-05-27,24.0,29.6,26.5,90.0,14.5,0.2,3.0,180.0,2.0,N 
2010-05-28,25.0,29.6,25.6,89.0,0.5,0.4,8.0,360.0,4.0,N 
2010-05-29,24.0,29.6,26.5,90.0,0.0,0.6,5.0,180.0,4.0,S 
2010-05-30,24.0,30.6,26.6,84.0,0.0,0.7,4.0,180.0,2.0,S 
2010-05-31,23.0,29.4,26.3,88.0,0.0,0.0,4.0,180.0,2.0,N 
2010-01-06,24.0,30.6,25.8,91.0,3.2,0.4,6.0,360.0,3.0,N 
2010-02-06,24.0,30.0,26.2,90.0,14.1,0.2,8.0,270.0,3.0,N 
2010-03-06,24.0,29.6,26.3,92.0,115.4,0.2,6.0,180.0,2.0,N 
2010-04-06,24.0,29.2,25.7,92.0,17.7,0.2,5.0,180.0,3.0,N 
2010-05-06,23.0,27.6,24.3,92.0,15.9,0.2,6.0,180.0,4.0,N 
2010-06-06,23.0,29.4,25.4,91.0,0.0,0.6,4.0,180.0,3.0,N 
2010-07-06,23.0,30.0,25.8,89.0,11.5,0.7,4.0,180.0,3.0,N 
2010-08-06,25.0,30.2,25.4,90.0,19.0,0.5,6.0,180.0,3.0,N 
2010-09-06,19.0,26.8,25.7,91.0,2.0,0.0,8.0,360.0,3.0,N 
2010-10-06,23.0,30.0,25.3,92.0,6.0,0.6,5.0,180.0,2.0,N 
2010-11-06,24.0,29.6,25.9,87.0,0.2,0.3,5.0,360.0,2.0,N 
2010-12-06,24.0,28.8,26.5,88.0,10.5,0.1,3.0,180.0,2.0,N 
2010-06-13,23.0,28.2,25.4,94.0,20.2,0.2,4.0,180.0,2.0,N 
2010-06-14,24.0,29.6,25.2,90.0,0.3,0.6,4.0,180.0,2.0,N 
2010-06-15,20.0,29.2,25.6,91.0,10.1,0.3,8.0,180.0,3.0,N 
2010-06-16,24.0,29.0,26.2,88.0,12.4,0.4,8.0,180.0,3.0,N 
2010-06-17,23.0,29.4,25.8,90.0,1.0,0.5,5.0,180.0,3.0,N 
2010-06-18,24.0,29.4,24.9,92.0,5.2,0.2,13.0,180.0,3.0,N 
2010-06-19,22.0,25.8,24.9,90.0,0.0,0.0,8.0,360.0,3.0,N 
2010-06-20,23.0,29.2,25.5,84.0,0.0,0.2,5.0,180.0,2.0,N 
2010-06-21,23.0,28.2,25.1,89.0,83.4,0.1,5.0,180.0,3.0,N 
2010-06-22,23.0,27.4,24.8,90.0,0.8,0.0,4.0,360.0,1.0,N 
2010-06-23,23.0,29.4,25.1,90.0,0.0,0.4,4.0,180.0,2.0,N 
2010-06-24,23.0,29.2,25.1,88.0,0.0,0.6,5.0,180.0,3.0,N 
2010-06-25,24.0,30.0,25.0,89.0,0.4,0.6,7.0,180.0,3.0,N 
2010-06-26,23.0,29.0,25.6,90.0,8.2,0.3,5.0,180.0,3.0,N 
2010-06-27,22.0,29.6,24.9,93.0,23.2,0.2,8.0,180.0,3.0,N 
2010-06-28,22.0,27.2,24.2,96.0,0.0,0.1,8.0,360.0,3.0,N 
2010-06-29,24.0,29.2,25.1,86.0,0.0,0.6,4.0,180.0,2.0,N 
2010-06-30,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-01-07,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-02-07,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-03-07,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-04-07,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-05-07,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-06-07,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-07,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-08-07,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-09-07,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-10-07,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-11-07,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-12-07,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-13,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-14,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-15,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-16,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-17,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-18,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-19,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-20,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-21,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-22,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-23,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-24,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-25,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-26,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-27,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-28,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-29,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-30,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-07-31,24.0,29.6,25.8,89.0,0.0,0.3,5.0,180.0,2.0,N 
2010-01-08,22.0,26.0,24.3,95.0,0.0,0.0,3.0,360.0,1.0,SE
2010-02-08,22.0,29.0,25.4,88.0,2.2,0.0,3.0,360.0,1.0,N 
2010-03-08,23.0,29.0,26.0,84.0,13.0,0.6,5.0,180.0,2.0,S 
2010-04-08,23.0,29.2,25.9,87.0,25.8,0.0,4.0,180.0,2.0,SW
2010-05-08,23.0,29.0,25.3,89.0,4.2,0.4,6.0,135.0,2.0,S 
2010-06-08,23.0,30.0,24.9,91.0,77.6,0.0,4.0,135.0,2.0,S 
2010-07-08,23.0,28.4,24.6,91.0,15.4,0.1,3.0,135.0,0.0,S 
2010-08-08,23.0,27.4,24.9,92.0,6.6,0.1,10.0,180.0,3.0,S 
2010-09-08,23.0,28.8,25.3,91.0,0.0,0.1,5.0,180.0,2.0,S 
2010-10-08,23.0,29.0,24.5,94.0,11.0,0.0,6.0,360.0,2.0,N 
2010-11-08,24.0,29.0,25.0,89.0,6.4,0.6,6.0,360.0,2.0,N 
2010-12-08,23.0,29.6,24.7,90.0,14.9,0.7,5.0,180.0,3.0,N 
2010-08-13,23.0,28.6,25.5,89.0,4.0,0.5,4.0,180.0,2.0,N 
2010-08-14,24.0,29.2,26.1,88.0,0.0,0.5,8.0,180.0,3.0,SW
2010-08-15,23.0,29.4,27.2,78.0,1.3,0.2,6.0,180.0,2.0,S 
2010-08-16,23.0,29.0,26.2,88.0,73.4,0.0,4.0,180.0,2.0,N 
2010-08-17,20.0,27.4,24.9,92.0,6.5,0.1,4.0,180.0,1.0,S 
2010-08-18,24.0,27.8,25.0,97.0,14.7,0.2,4.0,135.0,2.0,N 
2010-08-19,25.0,29.8,26.1,87.0,2.8,0.4,5.0,180.0,2.0,N 
2010-08-20,24.0,29.4,26.2,87.0,6.4,0.3,5.0,180.0,2.0,S 
2010-08-21,22.0,29.0,25.9,88.0,1.8,0.0,6.0,180.0,3.0,S 
2010-08-22,23.0,30.2,25.1,89.0,3.4,0.0,5.0,180.0,2.0,SW
2010-08-23,24.0,29.6,25.4,88.0,80.9,0.1,5.0,180.0,2.0,SW
2010-08-24,19.0,27.2,24.8,96.0,39.2,0.2,6.0,180.0,1.0,S 
2010-08-25,23.0,28.4,24.8,93.0,6.9,0.4,6.0,180.0,2.0,S 
2010-08-26,23.0,29.6,24.8,93.0,0.0,0.5,5.0,180.0,3.0,S 
2010-08-27,22.0,29.6,25.1,91.0,5.1,0.6,6.0,180.0,4.0,S 
2010-08-28,23.0,29.2,24.7,90.0,0.6,0.2,4.0,180.0,2.0,S 
2010-08-29,23.0,29.2,24.9,90.0,37.3,0.4,6.0,360.0,2.0,S 
2010-08-30,22.0,29.0,25.0,90.0,4.6,0.5,8.0,360.0,3.0,N 
2010-08-31,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-01-09,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-02-09,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-03-09,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-04-09,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-05-09,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-06-09,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-07-09,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-08-09,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-09,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-10-09,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-11-09,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-12-09,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-13,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-14,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-15,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-16,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-17,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-18,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-19,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-20,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-21,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-22,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-23,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-24,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-25,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-26,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-27,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-28,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-29,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-09-30,22.0,29.6,25.1,88.0,27.1,0.6,4.0,360.0,2.0,N 
2010-01-10,24.0,29.8,25.9,88.0,0.6,0.3,5.0,180.0,3.0,S 
2010-02-10,23.0,30.4,25.3,91.0,0.9,0.5,5.0,180.0,2.0,S 
2010-03-10,24.0,31.0,25.8,92.0,17.4,0.5,7.0,180.0,3.0,N 
2010-04-10,24.0,29.0,25.9,90.0,1.0,0.1,4.0,360.0,1.0,N 
2010-05-10,23.0,30.4,27.2,87.0,3.4,0.6,4.0,180.0,3.0,N 
2010-06-10,24.0,30.4,26.6,86.0,22.8,0.6,7.0,360.0,3.0,N 
2010-07-10,23.0,28.8,26.1,91.0,2.4,0.2,6.0,360.0,3.0,N 
2010-08-10,23.0,29.8,25.5,90.0,3.0,0.5,5.0,360.0,3.0,N 
2010-09-10,23.0,31.0,26.0,87.0,4.0,0.6,10.0,180.0,4.0,N 
2010-10-10,21.0,28.2,24.6,94.0,25.8,0.0,8.0,360.0,3.0,N 
2010-11-10,22.0,30.0,26.1,83.0,0.0,0.9,6.0,180.0,4.0,S 
2010-12-10,24.0,30.2,26.0,88.0,0.3,0.0,6.0,180.0,3.0,N 
2010-10-13,23.0,30.6,26.7,88.0,0.3,0.5,5.0,360.0,2.0,N 
2010-10-14,23.0,31.4,26.4,82.0,0.0,1.0,6.0,180.0,4.0,S 
2010-10-15,22.0,31.4,27.4,80.0,0.0,0.9,6.0,180.0,4.0,N 
2010-10-16,23.0,32.0,26.5,76.0,0.0,0.9,5.0,180.0,3.0,S 
2010-10-17,22.0,31.2,26.8,80.0,0.0,0.4,6.0,360.0,3.0,N 
2010-10-18,23.0,31.2,26.8,80.0,0.0,0.7,7.0,180.0,4.0,N 
2010-10-19,24.0,32.0,27.7,79.0,1.6,0.6,18.0,360.0,4.0,N 
2010-10-20,24.0,29.8,26.3,87.0,4.2,0.2,5.0,360.0,2.0,N 
2010-10-21,23.0,30.8,25.0,87.0,28.0,0.5,5.0,360.0,3.0,N 
2010-10-22,23.0,31.4,26.1,80.0,0.0,0.8,6.0,180.0,3.0,N 
2010-10-23,24.0,31.0,27.1,83.0,18.8,0.6,7.0,180.0,3.0,N 
2010-10-24,23.0,29.0,26.2,88.0,8.6,0.2,3.0,360.0,1.0,N 
2010-10-25,23.0,31.1,26.8,87.0,15.0,0.7,15.0,180.0,4.0,N 
2010-10-26,24.0,31.6,27.0,84.0,0.0,0.9,7.0,360.0,3.0,N 
2010-10-27,23.0,30.4,26.9,84.0,37.3,0.4,6.0,360.0,4.0,N 
2010-10-28,24.0,30.2,25.3,91.0,8.2,0.4,5.0,360.0,3.0,N 
2010-10-29,24.0,30.0,26.2,86.0,2.2,0.4,6.0,180.0,2.0,N 
